accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000830295.1	0	86.92	0.93	149	k__Archaea (UID2)	107	0	1073671	92.734520077	1	491872	42.4873670845	1157790	GB_GCA_000830295.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__GW2011-AR15;s__GW2011-AR15 sp000830295	not type material	none	f	1	1	1157690	1157790	1157790	1	2879	CP010425.1	1157790	1	108	CP010425.1	2823	5214	0	100	CP010425.1040028.1042850	Archaea;archaeon GW2011_AR15	1157690	1157790	f	f	t	1157690	1157790	Chromosome	ASM83029v1	n/a	PRJNA268032	SAMN03217309	1	1157690	USA: Rifle; CO	2015-1-29	GCA_000830295.1	derived from environmental_sample	full	none	groundwater	39.53 N 107.78 W	1	0	archaeon GW2011_AR15	1308	na	3	none	none	none	none	none	2015/01/29	1	1579373	1	none	Banfield Lab, University of California, Berkeley	1579373	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;x__unclassified Archaea (miscellaneous);s__archaeon GW2011_AR15	100	1157790	11	37	none	1157690	0	none	1309	1	1157790	1	1344	1877	0	91.964	1126466	k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__;g__;s__	1464	CP010425.1	1464	2704	0	100	CP010425.1043335.1044799	Archaea;Woesearchaeota (DHVEG-6);archaeon GW2011_AR15	100	19	37	0
RS_GCF_001560085.1	0	99.29	0	217	c__Thermoprotei (UID147)	168	0	1945962	87.612139876	9	815165	36.7013390351	2221110	RS_GCF_000012285.1	f	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	not type material	none	f	3	3	580293	580302	184118	1	3011	NZ_LPRJ01000007.1	none	0	none	none	3004	5542	0	99.967	CP002818.1103925.1106937	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius Ron12/I	246786	246790	f	f	t	488061	488068	Contig	GG12_C01_10	n/a	PRJNA224116	SAMN04305144	9	488068	USA: Yellowstone National Park	2016-2-11	GCA_001560085.1	none	full	none	GG12 hot spring; Gibbon Geyser Basin	none	0	0	Sulfolobus acidocaldarius	2277	na	3	none	none	none	none	none	2016/02/11	0	2285	1	GG12-C01-10	University of Illinois at Urbana-Champaign	2285	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	0	2221110	11	48	none	2221110	0	LPRJ00000000.1	2351	9	184118	2	865	1592	0	99.884	953	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius	865	NZ_LPRJ01000007.1	865	1598	0	100	D14876.260.1752	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius	33	19	47	0
GB_GCA_002710205.1	0	71.05	0.8	188	p__Euryarchaeota (UID3)	125	80	1595781	95.5928408149	59	731952	43.9384389306	1669352	GB_GCA_002710205.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002710205	not type material	none	f	17	17	92362	92412	none	0	none	none	none	0	none	none	none	none	none	none	none	none	28234	28294	f	f	t	31640	31709	Contig	ASM271020v1	n/a	PRJNA391943	SAMN07618868	59	31709	none	2017-10-25	GCA_002710205.1	derived from metagenome	full	SAT94	none	none	0	0	Euryarchaeota archaeon	1425	na	0	none	none	none	none	none	2017/10/25	0	2026739	0	SAT94	Tara Oceans Consortium	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1669352	11	29	none	1669352	0	PAJN00000000.1	1446	59	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3494	14	30	0
GB_GCA_002497045.1	0	89.33	1.31	228	p__Euryarchaeota (UID49)	153	66.67	1877217	77.1207500677	285	1011756	41.5781479619	2434127	RS_GCF_000969885.1	f	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	not type material	none	f	77	77	31950	31950	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8538	8693	f	f	t	10974	11004	Scaffold	ASM249704v1	n/a	PRJNA348753	SAMN06027131	285	10974	none	2017-10-10	GCA_002497045.1	derived from metagenome	full	UBA135	none	none	0	0	Methanosarcina sp. UBA135	0	na	0	none	none	none	none	none	2017/10/10	5	1915573	0	UBA135	University of Queensland	1915573	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp. UBA135	742	2434127	none	0	none	2433385	0	DAMI00000000.1	2231	280	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	743	17	31	0
GB_GCA_002725535.1	0	68.24	1.6	188	p__Euryarchaeota (UID3)	125	50	1189357	95.0589004451	66	634585	51.3024799749	1251179	GB_GCA_001628485.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001628485	not type material	none	f	17	17	105991	107579	22826	1	405	PBPQ01000047.1	22826	1	111	PBPQ01000047.1	405	749	0	100	AACY020118940.219.3094	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome	18741	18957	f	f	t	24495	24913	Contig	ASM272553v1	n/a	PRJNA391943	SAMN07618819	66	24913	none	2017-10-26	GCA_002725535.1	derived from metagenome	full	RS354	none	none	0	0	Euryarchaeota archaeon	1119	na	2	none	none	none	none	none	2017/10/26	0	2026739	0	RS354	Tara Oceans Consortium	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1251179	11	37	none	1251179	0	PBPQ00000000.1	1144	66	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	14231	19	37	0
RS_GCF_000978945.1	0	100	0.65	228	p__Euryarchaeota (UID49)	153	0	3081296	75.6337987028	208	1695885	41.64077242	4073967	RS_GCF_000970205.1	f	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	not type material	none	f	37	27	140628	162700	150407	1	2890	NZ_JJPB01000086.1	150407	1	116	NZ_JJPB01000086.1	2890	5332	0	99.965	CP004144.1299952.1302856	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Tuc01	19580	27714	t	f	f	36500	46474	Scaffold	gtlEnvA5udCFS	n/a	PRJNA224116	SAMN02708944	208	36500	USA: Columbia River Estuary; north of Astoria; OR	2015-4-23	GCA_000978945.1	none	full	none	sediment	46.1597 N 123.8065 W	0	0	Methanosarcina mazei	3445	na	3	none	none	none	none	none	2015/04/23	61	2209	1	3.F.A.1A.3	University of Illinois at Urbana-Champaign	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	1299	4073967	11	55	none	4072668	0	JJPB00000000.1	3511	147	150407	1	1473	2699	0	99.728	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1474	NZ_JJPB01000086.1	1473	2710	0	99.864	AE008384.2400692.2402165	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	1312	20	56	0
RS_GCF_000016125.1	0	99.52	0	308	p__Euryarchaeota (UID5)	210	0	1565360	87.4969117619	2	589955	32.9759547826	1789046	RS_GCF_000016125.1	t	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis_D	not type material	none	f	1	1	1780761	1780761	1780761	3	2949	NC_009135.1-#3	1780761	4	107	NC_009135.1-#3	2949	5446	0	100	CP000609.1630330.1633286	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis C5	894523	894523	t	f	f	1780761	1780761	Complete Genome	ASM1612v1	n/a	PRJNA224116	SAMN02598397	none	none	none	2007-3-15	GCA_000016125.1	none	full	none	none	none	2	0	Methanococcus maripaludis C5	1848	na	10	none	none	none	none	none	2007/03/15	0	39152	3	C5	DOE Joint Genome Institute	402880	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis;x__Methanococcus maripaludis C5	0	1789046	11	37	none	1789046	0	none	1888	2	1780761	3	1465	2695	0	99.863	222407	k__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__	1466	NC_009135.1-#3	1465	2706	0	100	CP000609.1594066.1595530	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis C5	0	19	36	0
GB_GCA_000494205.1	0	88.24	1.47	174	k__Archaea (UID146)	136	0	1274167	90.4833121357	33	403612	28.665971109	1408179	GB_GCA_000380705.1	f	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Geoarchaeales;f__Geoarchaeaceae;g__SCGC-AAA471-B05;s__SCGC-AAA471-B05 sp000380705	not type material	none	f	5	5	208755	208769	33970	1	3105	AWOB01000018.1	48504	1	97	AWOB01000013.1	3105	5734	0	100	AQTC01000021.2325.5445	Archaea;Archaea Incertae Sedis;Crenarchaeota archaeon SCGC AAA471-C03	42666	42672	f	f	t	87419	87427	Contig	Geoarchaeota archaeon OTU 1	n/a	PRJNA213353	SAMN02441765	33	87427	none	2013-10-31	GCA_000494205.1	derived from single cell	full	none	none	none	0	0	crenarchaeote JGI-OTU-1	0	na	0	none	none	none	none	none	2013/10/31	0	1415632	0	JGI-OTU-1	DOE Joint Genome Institute	1415632	d__Archaea;p__Crenarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Crenarchaeota;x__unclassified Crenarchaeota;x__unclassified Crenarchaeota (miscellaneous);s__crenarchaeote JGI-OTU-1	0	1408179	none	0	none	1408179	0	AWOB00000000.1	1547	33	33970	1	1338	1749	0	90.508	187525	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__;f__;g__;s__	1489	AWOB01000018.1	1479	2732	0	100	ASPO01000025.14362.15843	Archaea;Crenarchaeota;Thermoprotei;Terrestrial Miscellaneous Gp(TMCG);Crenarchaeota archaeon SCGC AAA471-B23	196	20	45	0
GB_GCA_002503625.1	0	74.27	0.8	188	p__Euryarchaeota (UID3)	125	0	1203213	90.5055907209	106	487997	37.2724210649	1329435	GB_GCA_002504905.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002504905	not type material	none	f	12	8	103606	116524	73779	2	450	DASD01000019.1	85705	1	111	DASD01000001.1	450	804	0	98.889	AACY020459524.3.2314	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome	12351	27696	f	f	t	39301	69163	Scaffold	ASM250362v1	n/a	PRJNA348753	SAMN06027294	106	39301	none	2017-10-10	GCA_002503625.1	derived from metagenome	full	UBA224	none	none	0	0	Euryarchaeota archaeon UBA224	0	na	0	none	none	none	none	none	2017/10/10	58	1915848	0	UBA224	University of Queensland	1915848	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA224	20154	1329435	none	0	none	1309281	0	DASD00000000.1	1174	48	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	20164	17	29	0
GB_GCA_001564135.1	0	74.87	0.43	359	f__Halobacteriaceae (UID84)	235	0	1884117	89.8963965425	205	1151588	54.9454261607	2095876	GB_GCA_001564135.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus sp001564135	not type material	none	f	64	64	45404	45404	none	0	none	none	none	0	none	none	none	none	none	none	none	none	10223	10223	f	f	t	10715	10715	Contig	ASM156413v1	n/a	PRJNA286221	SAMN04125316	205	10715	Russia: Kulunda steppe	2016-2-19	GCA_001564135.1	derived from metagenome	full	Tc-Br11_E2g27	sample Tc-Br; brine of Tanatar trona crystallizer	51.65 N 79.75 E	0	0	Halobacteriaceae archaeon Tc-Br11_E2g27	0	na	0	none	none	none	none	none	2016/02/19	0	1729450	0	Tc-Br11_E2g27	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	1729450	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;x__unclassified Halobacteriaceae;s__Halobacteriaceae archaeon Tc-Br11_E2g27	0	2095876	none	0	none	2095876	0	LKNH00000000.1	2296	205	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	25	0
GB_GCA_002685315.1	0	55.14	0.06	188	p__Euryarchaeota (UID3)	125	100	1036694	94.6648769085	96	416207	38.1776487477	1095120	GB_GCA_002685315.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002685315	not type material	none	f	29	29	39722	39961	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11356	11407	f	f	t	11927	11939	Contig	ASM268531v1	n/a	PRJNA391943	SAMN07618718	96	11939	none	2017-10-24	GCA_002685315.1	derived from metagenome	full	CPC10	none	none	0	0	Euryarchaeota archaeon	1036	na	0	none	none	none	none	none	2017/10/24	0	2026739	0	CPC10	Tara Oceans Consortium	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1095120	11	24	none	1095120	0	NYXJ00000000.1	1056	96	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	4935	15	24	0
GB_GCA_002504755.1	0	63.31	0	188	p__Euryarchaeota (UID3)	125	0	1087862	88.693054567	141	747848	61.7037321844	1226547	GB_GCA_003193925.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum betae	not type material	none	f	19	4	48673	266348	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8595	61327	f	f	t	19712	120068	Scaffold	ASM250475v1	n/a	PRJNA348753	SAMN06027197	141	19712	none	2017-10-10	GCA_002504755.1	derived from metagenome	full	UBA56	none	none	0	0	Euryarchaeota archaeon UBA56	0	na	0	none	none	none	none	none	2017/10/10	121	1915938	0	UBA56	University of Queensland	1915938	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA56	14535	1226547	none	0	none	1212012	0	DATO00000000.1	1089	20	34769	1	662	1218	0	99.849	119305	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	667	DATO01000014.1	662	1218	0	99.849	AB213066.1.1342	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	14549	20	41	0
GB_GCA_001918315.1	0	63.27	1.46	145	k__Archaea (UID2)	103	50	1352515	84.0971947601	167	850361	53.0369803959	1608276	GB_GCA_001915065.1	f	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065	not type material	none	f	37	26	75701	75701	11586	1	292	MNFR01000019.1	none	0	none	none	149	147	4.1e-34	84.564	CP002009.900631.903615	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus infernus ME	9600	17673	f	f	t	14590	18643	Scaffold	ASM191831v1	n/a	PRJNA297196	SAMN04327880	167	14590	USA: Angelo; CA	2016-12-23	GCA_001918315.1	derived from metagenome	full	none	Soil sample from Angelo meadow plot 1; 40cm depth; 2 days after first rain event (91mm)	39.74 N 123.63 W	0	0	archaeon 13_1_40CM_4_53_4	1784	na	1	none	none	none	none	none	2016/12/23	76	1805017	0	none	Banfield Lab, University of California, Berkeley	1805017	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;x__unclassified Archaea (miscellaneous);s__archaeon 13_1_40CM_4_53_4	4841	1608276	11	15	none	1603435	0	MNFR00000000.1	1918	91	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	4940	7	11	0
RS_GCF_001571385.1	0	100	0.65	234	p__Euryarchaeota (UID54)	153	0	2340549	86.2425951016	3	1637439	60.3349849461	2713913	RS_GCF_001571385.1	t	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanofollaceae;g__Methanofollis;s__Methanofollis ethanolicus	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	2705588	2705588	2705588	1	2892	NZ_BCNW01000001.1	2705588	1	471	NZ_BCNW01000001.1	2900	4458	0	94.483	AGCO01000007.256879.259791	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanofollis;Methanofollis liminatans DSM 4140	904637	904637	t	f	f	2705588	2705588	Contig	ASM157138v1	n/a	PRJNA224116	SAMD00044721	3	2705588	none	2016-1-19	GCA_001571385.1	none	full	none	none	none	0	0	Methanofollis ethanolicus	2605	representative genome	4	none	none	none	none	none	2016/01/19	0	488124	1	HASU	Bioproduction Research Institute, National Institute of Advanced Industrial Science and Technology (AIST)	488124	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis ethanolicus	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis ethanolicus	0	2713913	11	51	assembly from type material	2713913	0	BCNW00000000.1	2661	3	2705588	1	1396	2579	0	100	4435419	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__	1466	NZ_BCNW01000001.1	1396	2579	0	100	AB371073.1.1396	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis;Methanofollis ethanolicus	0	19	49	0
RS_GCF_000746205.1	0	99.3	0.51	417	f__Halobacteriaceae (UID96)	263	0	2432376	87.8919067753	45	1826716	66.0097429195	2767463	RS_GCF_000746205.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp000746205	not type material	none	f	2	2	867574	918387	19244	2	2896	NZ_JQKV01000009.1	19244	2	116	NZ_JQKV01000009.1	2896	5349	0	100	JQKV01000009.652.3560	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum sp. BV1	61496	65891	t	f	f	828997	828997	Scaffold	ASM74620v1	n/a	PRJNA224116	SAMN02787129	45	828997	none	2014-8-28	GCA_000746205.1	none	full	none	none	none	0	0	Halorubrum sp. BV1	2684	na	7	42	2	828997	429412	149110	2014/08/28	3	1498500	4	BV1	DOE Joint Genome Institute	1498500	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum sp. BV1	120	2767463	11	59	none	2767343	0	JQKV00000000.1	2765	42	1339	3	1105	2025	0	99.729	182928	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	1157	NZ_JQKV01000030.1	1156	2102	0	99.481	HM063951.1.1470	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum salinum	120	20	57	0
GB_GCA_002727695.1	0	72	2.4	188	p__Euryarchaeota (UID3)	125	75	1619952	95.3873547949	117	754007	44.6276555132	1698288	GB_GCA_002727695.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002727695	not type material	none	f	29	30	52095	52428	15397	1	1783	PBXT01000079.1	none	0	none	none	1583	2708	0	97.536	AACY020230139.4.2204	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome	14440	14515	f	f	t	17502	16253	Contig	ASM272769v1	n/a	PRJNA391943	SAMN07618834	117	16253	none	2017-10-26	GCA_002727695.1	derived from metagenome	full	RS472	none	none	0	0	Euryarchaeota archaeon	1454	na	1	none	none	none	none	none	2017/10/26	0	2026739	1	RS472	Tara Oceans Consortium	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1698288	11	31	none	1698288	0	PBXT00000000.1	1494	117	5180	1	637	935	0	93.407	147786	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	631	PBXT01000060.1	584	913	0	94.863	AF257277.1.1402	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine euryarchaeote DH148-W1	8737	15	30	0
GB_GCA_002725495.1	0	52.08	1.56	149	k__Archaea (UID2)	107	100	606193	95.3683965433	57	191810	30.2833668043	635633	GB_GCA_002725495.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__RS366;g__RS366;s__RS366 sp002725495	not type material	none	f	16	16	42073	42126	12352	1	849	PBPJ01000032.1	12349	1	93	PBPJ01000043.1	76	97.1	1.29e-18	89.474	KM462888.2892.5807	Bacteria;Cyanobacteria;Chloroplast;Marvania geminata	11112	11151	f	f	t	12294	12352	Contig	ASM272549v1	n/a	PRJNA391943	SAMN07620239	57	12352	none	2017-10-26	GCA_002725495.1	derived from metagenome	full	RS366	none	none	0	0	Candidatus Woesearchaeota archaeon	733	na	2	none	none	none	none	none	2017/10/26	0	2026803	1	RS366	Tara Oceans Consortium	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	635633	11	26	none	635633	0	PBPJ00000000.1	803	57	12352	1	1304	780	0	77.914	2970053	k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__;g__;s__	1464	PBPJ01000032.1	1246	2290	0	99.839	AACY020254990.1.1246	Archaea;Woesearchaeota (DHVEG-6);marine metagenome	2249	16	26	0
GB_GCA_003021745.1	0	77.89	0.85	359	f__Halobacteriaceae (UID84)	235	0	1817140	82.4770062563	192	1529445	69.5839915122	2203208	GB_GCA_003021745.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__QS-1-69-70;s__QS-1-69-70 sp003021745	not type material	none	f	42	35	67034	70586	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11447	16320	f	f	t	17470	20799	Scaffold	ASM302174v1	n/a	PRJNA351262	SAMN06020763	192	17470	none	2018-3-27	GCA_003021745.1	derived from metagenome	full	QH_7_69_31	none	none	0	0	Halobacteriales archaeon QH_7_69_31	2253	na	0	none	none	none	none	none	2018/03/27	57	1919161	0	QH_7_69_31	None	1919161	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;x__unclassified Halobacteriales;x__unclassified Halobacteriales (miscellaneous);s__Halobacteriales archaeon QH_7_69_31	5217	2203208	11	25	none	2197991	0	PXQY00000000.1	2373	135	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	5224	13	26	0
